Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Influence of rating,Less Delivery time,High Quality of package,Freshness ,Temperature,Good Taste ,Good Quantity,Output,Reviews,Tokenized_Reviews,Polarity,Subjectivity,Sentiment
23,Male,Single,Student,No Income,Graduate,3,560026,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,3,3,0,0,0,Agree,Agree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Neutral,2,Very Important,Very Important,Very Important,Important,Very Important,Very Important,1,nil,['nil'],0.0,0.0,Neutral
23,Male,Single,Student,No Income,Post Graduate,4,560021,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,1,0,0,0,2,2,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,2,Important,Important,Very Important,Important,Important,Important,1,NIL,['nil'],0.0,0.0,Neutral
22,Female,Single,Student,No Income,Post Graduate,5,560010,Walk-in, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Bakery items (snacks),0,0,0,0,1,2,0,Strongly agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,2,Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
22,Male,Single,Student,No Income,Graduate,5,560010,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,0,0,0,0,0,1,2,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Neutral,Agree,Agree,2,Important,Important,Very Important,Important,Important,Important,1,NIL,['nil'],0.0,0.0,Neutral
27,Female,Married,Self Employeed,10001 to 25000,Post Graduate,2,560034,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,0,3,3,0,2,1,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,1,Very Important,Moderately Important,Very Important,Very Important,Important,Moderately Important,1,NIL,['nil'],0.0,0.0,Neutral
24,Female,Single,Student,No Income,Post Graduate,3,560009,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,0,2,0,2,0,Strongly agree,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,2,Moderately Important,Very Important,Very Important,Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
23,Male,Single,Student,No Income,Post Graduate,2,560009,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),2,1,2,1,2,2,0,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Neutral,Disagree,Neutral,2,Moderately Important,Slightly Important,Slightly Important,Unimportant,Slightly Important,Slightly Important,1,-,[],0.0,0.0,Neutral
23,Female,Single,Student,No Income,Graduate,3,560008,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,0,1,1,1,0,Neutral,Neutral,Strongly agree,Neutral,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Agree,Neutral,2,Important,Very Important,Very Important,Very Important,Very Important,Important,1,"Spillage, bad packaging and missing items ","['spillage', 'bad', 'packaging', 'missing', 'items']",-0.44999999999999996,0.35833333333333334,Negative
22,Female,Single,Student,10001 to 25000,Post Graduate,5,560010,Walk-in, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,0,0,3,3,0,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Agree,Agree,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
23,Female,Single,Student,No Income,Graduate,5,560043,Food delivery apps, Direct call,Lunch, Snacks,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,3,0,0,2,0,2,2,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekdays (Mon-Fri),45 minutes,Neutral,Neutral,Neutral,2,Slightly Important,Moderately Important,Important,Important,Important,Important,1,Nil,['nil'],0.0,0.0,Neutral
23,Female,Single,Student,No Income,Post Graduate,2,560009,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),2,2,2,2,2,2,2,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Maybe,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,0,Important,Important,Very Important,Very Important,Very Important,Very Important,1,NiL,['nil'],0.0,0.0,Neutral
24,Male,Single,Student,No Income,Post Graduate,3,560009,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,0,3,2,3,0,2,2,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Weekend (Sat & Sun),30 minutes,Strongly Agree,Agree,Agree,2,Slightly Important,Important,Very Important,Important,Very Important,Important,1,No,[],0.0,0.0,Neutral
25,Male,Single,Student,No Income,Post Graduate,2,560002,Walk-in, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,0,0,0,0,0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,2,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,1,N0,['n'],0.0,0.0,Neutral
22,Male,Single,Student,No Income,Post Graduate,3,560085,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Sweets,0,0,3,0,0,0,3,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Strongly agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Neutral,2,Important,Important,Important,Important,Important,Important,1,Nil,['nil'],0.0,0.0,Neutral
28,Female,Married,Student,No Income,Graduate,2,560086,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,3,3,3,3,3,3,3,Neutral,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Neutral,Disagree,2,Very Important,Very Important,Very Important,Moderately Important,Very Important,Moderately Important,1,I have normally had good experiences with swiggy especially for payments and refunds,"['normally', 'good', 'experiences', 'swiggy', 'especially', 'payments', 'refunds']",0.2833333333333333,0.75,Positive
22,Female,Single,Student,No Income,Post Graduate,1,560076,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,2,2,0,2,2,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Maybe,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,2,Very Important,Important,Very Important,Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
24,Female,Single,Student,No Income,Graduate,3,560009,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Bakery items (snacks),3,0,3,3,0,2,2,Agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Yes,Weekend (Sat & Sun),60 minutes,Agree,Strongly Agree,Agree,2,Slightly Important,Moderately Important,Very Important,Very Important,Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
31,Male,Married,Employee,More than 50000,Ph.D,5,560102,Walk-in, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,0,2,2,1,2,2,Agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Disagree,0,Important,Important,Important,Important,Important,Important,1,NIL,['nil'],0.0,0.0,Neutral
25,Male,Single,Student,No Income,Post Graduate,4,560086,Food delivery apps, Walk-in,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,2,3,3,3,2,0,Neutral,Strongly agree,Neutral,Disagree,Disagree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Neutral,Strongly Agree,Strongly Agree,2,Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
23,Male,Single,Student,No Income,Post Graduate,5,560078,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,3,3,3,3,3,0,0,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Maybe,Weekend (Sat & Sun),60 minutes,Agree,Agree,Agree,0,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
22,Male,Single,Student,No Income,Post Graduate,3,560076,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,2,3,3,0,2,0,Neutral,Agree,Agree,Neutral,Strongly disagree,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Agree,Maybe,Anytime (Mon-Sun),30 minutes,Strongly Agree,Agree,Neutral,1,Very Important,Very Important,Very Important,Important,Very Important,Very Important,1,Nill,['nill'],0.0,0.0,Neutral
23,Male,Single,Student,25001 to 50000,Post Graduate,1,560096,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),2,4,4,4,4,4,2,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Neutral,No,Weekend (Sat & Sun),60 minutes,Disagree,Disagree,Neutral,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
23,Male,Single,Student,No Income,Graduate,4,560029,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,3,3,3,3,4,2,0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Maybe,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
23,Female,Single,Student,No Income,Post Graduate,2,560003,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,3,3,3,2,0,Strongly agree,Agree,Strongly agree,Neutral,Agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Neutral,Maybe,Anytime (Mon-Sun),45 minutes,Disagree,Strongly disagree,Neutral,2,Moderately Important,Moderately Important,Very Important,Important,Very Important,Moderately Important,1,NIL,['nil'],0.0,0.0,Neutral
25,Male,Single,Student,No Income,Post Graduate,6,560046,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,0,2,0,0,2,2,0,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),60 minutes,Neutral,Neutral,Neutral,2,Important,Important,Important,Important,Important,Important,1,No,[],0.0,0.0,Neutral
24,Male,Single,Employee,10001 to 25000,Graduate,4,560030,Food delivery apps, Web browser,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Bakery items (snacks),2,2,1,2,1,4,4,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Disagree,Neutral,Maybe,Anytime (Mon-Sun),30 minutes,Strongly disagree,Disagree,Neutral,2,Slightly Important,Important,Moderately Important,Very Important,Very Important,Very Important,1,Good,['good'],0.7,0.6000000000000001,Positive
23,Female,Single,Student,No Income,Post Graduate,4,560024,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,3,2,2,3,3,Disagree,Neutral,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
23,Female,Single,Student,No Income,Post Graduate,4,560024,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,3,2,2,3,3,Disagree,Neutral,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
24,Female,Married,Employee,More than 50000,Ph.D,4,560004,Food delivery apps, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,3,3,3,3,3,3,0,Strongly agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Strongly agree,Agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Neutral,Agree,2,Important,Slightly Important,Very Important,Very Important,Very Important,Important,1,Good so far,"['good', 'far']",0.39999999999999997,0.8,Positive
22,Male,Single,Student,No Income,Graduate,4,560020,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Sweets,1,4,0,2,1,1,0,Neutral,Agree,Neutral,Agree,Neutral,Strongly agree,Neutral,Agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Strongly Agree,Strongly Agree,Disagree,2,Very Important,Very Important,Very Important,Moderately Important,Very Important,Important,1,Nil,['nil'],0.0,0.0,Neutral
24,Female,Single,Student,10001 to 25000,Post Graduate,3,560028,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Sweets,0,2,3,3,3,0,0,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,0,Nil,['nil'],0.0,0.0,Neutral
25,Female,Single,Student,No Income,Post Graduate,3,560001,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,2,3,1,2,1,2,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,No,Weekend (Sat & Sun),45 minutes,Neutral,Disagree,Neutral,1,Moderately Important,Very Important,Very Important,Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
23,Male,Single,Student,No Income,Post Graduate,2,560076,Food delivery apps, Direct call,Breakfast, Lunch,Veg foods (Breakfast / Lunch / Dinner), Bakery items (snacks),0,0,3,3,3,2,2,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,1,Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
26,Male,Single,Student,No Income,Post Graduate,4,560003,Walk-in, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,3,3,3,2,3,Neutral,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Neutral,Neutral,Strongly Agree,1,Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
24,Female,Single,Student,25001 to 50000,Post Graduate,3,560064,Walk-in, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,2,3,2,2,3,Strongly agree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,2,Important,Very Important,Very Important,Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
26,Male,Single,Student,No Income,Post Graduate,4,560036,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,0,0,0,0,0,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Agree,2,Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
21,Male,Single,Student,No Income,Graduate,4,560009,Walk-in, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,3,3,3,3,3,Strongly agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,No,Weekend (Sat & Sun),30 minutes,Agree,Neutral,Disagree,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
22,Female,Single,Student,No Income,Post Graduate,3,560009,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,3,3,3,3,3,3,3,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Neutral,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
24,Male,Single,Student,No Income,Post Graduate,5,560011,Food delivery apps, Direct call,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Bakery items (snacks),0,0,0,0,0,2,2,Neutral,Neutral,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Neutral,Neutral,Agree,0,Unimportant,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,1,NIL,['nil'],0.0,0.0,Neutral
24,Male,Single,Student,10001 to 25000,Post Graduate,4,560061,Food delivery apps, Walk-in,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,3,3,0,0,0,Agree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Strongly disagree,Strongly Agree,2,Important,Important,Very Important,Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
23,Female,Single,Student,No Income,Post Graduate,3,560009,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,2,0,3,3,1,3,3,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Neutral,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,2,Important,Very Important,Important,Very Important,Very Important,Important,1,NIL,['nil'],0.0,0.0,Neutral
23,Male,Single,Student,No Income,Post Graduate,3,560029,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),2,2,2,2,2,2,4,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,0,Very Important,Very Important,Very Important,Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
22,Male,Single,Student,No Income,Post Graduate,3,560004,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,0,2,2,3,2,0,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Yes,Weekend (Sat & Sun),60 minutes,Agree,Neutral,Neutral,2,Important,Very Important,Very Important,Moderately Important,Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
23,Male,Single,Student,No Income,Post Graduate,3,560009,Food delivery apps, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,2,0,3,3,2,0,Disagree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,2,Important,Very Important,Important,Very Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
24,Female,Single,Student,No Income,Post Graduate,4,560038,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,3,2,0,0,0,2,3,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Neutral,0,Very Important,Very Important,Very Important,Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
24,Male,Single,Student,No Income,Post Graduate,5,560011,Food delivery apps, Direct call,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Bakery items (snacks),0,0,0,0,0,2,2,Neutral,Neutral,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Neutral,Neutral,Agree,0,Unimportant,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,1,NIL,['nil'],0.0,0.0,Neutral
25,Male,Single,Student,No Income,Graduate,1,560009,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,2,3,0,3,2,0,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Strongly disagree,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
25,Male,Single,Student,No Income,Post Graduate,5,560009,Food delivery apps, Walk-in,Lunch, Snacks,Veg foods (Breakfast / Lunch / Dinner), Sweets,3,0,3,3,3,3,3,Strongly agree,Strongly agree,Disagree,Neutral,Disagree,Strongly agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Neutral,0,Important,Very Important,Very Important,Important,Very Important,Very Important,0,"Now days delivery ?? is improved a lot like fast delivery ,but now corna time many people are hesitating to order ","['days', 'delivery', 'improved', 'lot', 'like', 'fast', 'delivery', 'corna', 'time', 'many', 'people', 'hesitating', 'order']",0.35,0.55,Positive
